peak-aif,Scan Nr,retention,Mass(uD),retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,clusterId1,membership1
15721,6993,42404297,704463989,42397786,179391,165563,224735,79560,172084,81880,183024,76976,159489,92322,191091,309522,130205,221324,177387,274379,140303,261234,243600,130710,180022,112846,4873.14,5270.8,4806.91,211140,,
15722,6993,42404297,705467224,42396855,86730,79535,110568,36948,76314,35402,86060,38276,75906,44223,86439,147675,58264,102541,81870,129401,63499,125813,110328,59544,85246,54422,5287.39,5116.54,5397.29,95989,,
15723,6998,42443974,179055939,42240470,4675.62,5283.91,11843,4593.36,4648.21,4964.67,5067.26,4688.31,5441.96,4598.57,5039.41,11741,4878.57,14323,5082.28,12453,5234.81,16673,5024.1,5332.82,5253.31,5246.05,5264.58,18303,24194,4913.15,,
15724,6999,42451153,279232635,42497172,4632.94,4948.97,151282,4992.66,191605,4876.48,5226.1,4551.83,4789.02,4758.58,4734.34,5461.97,171924,361293,5395.39,5455.19,98105,315964,4670.17,5295.68,4530.12,5198.24,175369,4892.89,677253,428860,,
15725,6999,42451153,280235992,42466205,4972.52,5336.89,5037.63,27397,4663.81,4656.97,4886.67,5418.29,4975.25,5124.2,5374.54,5276.48,5127.77,4820.57,5014.8,5133.13,5032.86,5302.64,5067.24,5241.92,4660.08,5307.6,5294.32,5475.29,138406,52657,,
15726,7006,42500435,235081985,42497672,15712,14126,14363,5396.13,5458.48,4884.1,18946,4570.12,5233.4,5415.45,12916,12429,4861.54,11148,5123.09,5001.78,4763.5,10463,4841.46,5247.7,5480.34,5203.93,26896,44522,55389,16076,874,0.990238816538
15727,7007,42507336,397134613,42503923,120470,117414,5242.16,4623.75,4565.34,5257.95,158719,66000,5054.62,4886.09,5307.91,106605,88516,96270,57532,5454.5,4540.49,5104.61,36391,4628.66,53773,49558,201826,321158,447486,4578.87,874,0.935019947915
15728,7007,42507336,398137665,42500125,20371,19779,16082,5277.1,11438,5054.84,28255,5360.46,4557.4,4773.01,15884,17561,14530,16322,4645.26,10440,4911.73,14539,4625.07,5317.03,4553.16,5040.64,34582,53332,78417,21505,874,0.996661169027
15729,7007,42507336,415145294,42503572,39385,29317,36034,17874,27937,17920,59765,23747,12832,19721,37491,37691,25243,32188,18311,23553,14461,28295,10410,10794,18061,16488,70467,114936,158313,42577,874,0.993082714644
15730,7008,42518749,125024216,42507824,13657,14508,5154.44,5117.51,4809.59,4810.21,16718,4744.51,5069.03,5178.54,4752.02,10275,5327.68,11798,4867.6,5027.44,5491.29,10247,4588.76,4795.92,5115.54,5048.41,20910,32549,41795,13714,874,0.975833692227
15731,7009,42525757,275165314,42548303,4840.65,4581.6,15040,5366.13,15720,4797.06,15032,4541.69,5080.91,4714.7,11700,16401,4791.73,18028,14851,15694,4534.83,15538,16044,5024.28,4713.88,4733.48,4539.1,4542.92,4707.13,5418.73,,
15732,7019,42600166,257191010,42444439,15379,20083,22718,17357,22407,18464,29418,20809,18233,18744,15292,18575,17313,28446,27233,19959,16689,19725,18083,18001,22905,16833,5149.61,4925.36,5321.59,16740,,
15733,7030,42670017,596290649,42470077,4919.51,27635,32681,35272,5356.09,10099,4640.96,13596,54041,5499.55,12046,5178.49,4510.86,56250,22477,41558,16560,60647,56340,45084,19148,4551.47,18106,17996,169616,53414,,
15734,7031,42681179,595288391,42732696,4975.51,4678.75,4813.41,4721.93,5439.75,5187.41,5013.31,4574.01,4817.25,4911.12,5037.47,5159.95,5135.34,4684.25,5025.78,5141.11,5262.41,4934.97,4981.25,209670,5475.14,55839,5424.3,84373,548765,5048.7,,
15735,7033,42694969,223170334,42683475,14763,18085,5072.82,4610.02,46079,14528,29396,4930.66,43601,21627,14557,18266,5497.97,4628.19,5201.14,25739,5490.53,4977.98,43752,10421,4772.09,15497,5312.76,4545.95,4609.59,15892,,
15736,7035,42708588,186929443,42763156,11486,11365,16143,15317,4538.92,5305.05,14927,10429,4727.85,5071.67,4674.54,14959,4737.18,17371,19737,17809,14513,15897,5006.15,5043.33,14727,4871.08,4882.38,5489.48,5028.54,4928.24,,
15737,7035,42708588,301214905,42687016,4651.16,5441.37,4800.15,4884.8,14501,10220,5299.19,5360.28,18794,17669,4645.3,5355.23,5317.8,5084.14,5246.8,5370.15,5196.24,4502.17,26636,16237,5339.06,16042,5024.84,5123.18,4733.46,5022.03,,
15738,7036,42715279,98963821,42741208,5431.43,5197.63,4617.13,5445.49,4822.21,5488.15,5244.07,4843.19,14033,4871.7,4801.12,5422.84,5182.72,5128.54,5057.32,5299.85,5258.87,24437,5154.47,4558.7,20938,4704.46,4747.01,5035.3,5115.46,16217,,
15739,7036,42715279,311221527,42771807,4948.89,5344.67,5424.3,5482.39,5347.52,13838,14186,4920.13,4903.31,21217,4966.38,4926.3,4880.64,4867.09,5241.85,5026.8,4601.04,4821.05,4778.69,4837.21,5402.84,5052.01,5328.68,4904.23,5123.02,4904.85,,
15740,7036,42715279,469306213,42697447,17887,18144,4663.95,4756.67,16373,16675,5246.4,5387.34,19693,24240,17431,5019.83,4580.84,4869.21,11227,19328,13903,4620.24,30055,34071,10861,37671,12774,19732,19667,17749,,
15741,7037,42722057,325237152,42691869,4622.97,5460.88,4909.89,4725.92,16230,5326.35,4503.57,4808.95,15507,5407.98,4687.36,4749.83,5018.26,5228.67,5436.65,4585.25,4686.04,5462.24,16386,4688.22,4836.58,5362.15,5497.65,5079.16,4829.28,4899.19,,
15742,7038,42728828,275200562,42767338,5462.03,4808.42,5116.17,5276.01,4822.27,5010.81,15530,4748.38,11682,10365,4645.98,15785,5380.22,5097.15,4806.45,13045,5437.12,5061.66,11772,4786.72,5482.49,5286.68,5464.76,4665.35,5495.14,4791.67,,
15743,7038,42728828,383151123,42789963,5026.05,4704.55,4602.82,5287.94,4868.55,4593.62,4849.95,5219.91,5292.37,5279.1,4623.95,13080,4541.51,20720,15679,12646,4834.27,16735,5370.64,5319.52,10398,4999.53,4674.96,5487.79,5298.67,5211.61,,
15744,7039,42735634,315047852,42850124,5428.92,4798.94,5215.35,4595.59,4559.32,4643.34,4501.59,5485.58,4897.23,4598.65,5040.07,16329,4708.6,5256.81,4979.42,5180.4,5407.79,4953.52,4708.99,43267,4618.8,17324,5476.4,5158.71,5403.88,4603.63,,
15745,7040,42742290,293177094,42675049,12924,13611,18964,14837,21853,17219,21629,13528,16807,17673,20064,27607,13642,21181,19644,20235,16654,22885,20538,16431,16230,20429,15593,5290.94,11520,15521,,
15746,7040,42742290,405134796,42753449,34538,38552,43769,40249,36014,30534,39974,32440,31185,29688,35160,51232,25782,72284,60020,53779,40234,53936,45483,37107,48478,28688,4893.61,4986.4,5312.01,35867,,
15747,7042,42755611,285185333,42752593,24386,4781.44,29647,27361,25856,22066,28201,23166,20795,20548,25146,35198,18441,44629,42306,36499,27121,37123,29192,26859,33123,20532,5049.25,5349.26,4838.08,24085,875,0.910415394654
15748,7043,42766392,301180634,42772656,244727,260903,289095,280469,247877,196574,286075,230197,197359,201681,241503,339635,173219,513589,437469,382871,272866,383886,295551,252119,332005,189194,5261.86,4678.72,5171.1,257585,875,0.998462123525
15749,7044,42773029,98955582,42763988,5429.03,5130.97,4923.18,5429.75,4794.84,4568.33,5289.69,4661.54,4775.86,5291.29,5074.45,5327.89,5218.98,156868,4530.9,124343,5288.42,4511.62,94493,75916,4619.61,4753.88,5331.8,4939.46,5061.17,4633.89,875,0.820447472006
15750,7044,42773029,304199677,42774640,38083,41446,45380,43097,39120,30985,46990,37131,32093,32207,39100,53012,27359,77617,68176,61863,42405,61563,46888,38958,51212,28658,5089.69,4965.48,5043.97,39696,875,0.996223254202
15751,7044,42773029,315252625,42732509,4662.88,13397,4829.35,14332,16788,4804.84,11637,4877.41,13908,14412,14420,15526,4813.45,4707.48,4644.76,11778,4954.15,12920,13536,5378.48,4611.38,11366,13850,5168.63,5409.86,5222.29,875,1.0
15752,7045,42779579,97959061,42740410,4945.32,4596.85,5379.31,4930.57,5188.07,5063.23,4973.21,4530.93,13577,5018.17,4712.72,4931.19,5044.48,5416.62,4704.25,4763.56,4906.8,27056,4511.1,5182.59,21579,4716.28,5028.01,4750.78,5334.32,12861,,
15753,7045,42779579,303196259,42770617,181391,193824,218991,221996,193143,150151,225235,174915,150212,149664,186197,253013,129851,382526,327090,282061,199474,289946,226440,194117,245510,140720,5221.74,4677.65,4753.34,192486,875,0.998313754696
15754,7045,42779579,365140869,42758878,17007,18906,22081,20899,17417,13007,22421,16419,13865,16068,18842,26493,5052.91,37575,33405,29192,20104,28906,22972,20266,25449,13656,4542.01,4539.05,4901.83,20107,875,0.968025560146
15755,7046,42786125,96959808,42781796,1811469,1943174,2195928,2142226,1802042,1499713,2138159,1669769,4953.76,1465657,1800236,2526457,1261218,3640229,3182964,2783241,1981220,5158.56,2231886,1897822,5141.73,1371543,4913.26,4931.54,5159.61,5431.81,875,0.90280264006
15756,7047,42792637,302184143,42775671,50605,54462,62709,59519,51983,41548,61053,48068,41241,41382,50708,67846,35901,107544,88866,76782,54322,78151,63053,53120,66557,39308,5106.43,5138.26,5212.65,52283,,
15757,7054,42837803,347184296,42756180,4777.87,4514.77,4682.86,4594.74,5110.83,5353.85,11690,4630.87,4725.71,5090.1,5131.94,11042,5436.71,14980,16208,4819.77,10316,13405,5143.27,5118.3,11876,5125.44,4516.61,5388.84,5362.79,4866.2,,
15758,7056,42850712,224068924,42870866,4748.52,4527.89,5156.16,5175.72,4745.42,4514.91,5268.88,16810,5448.63,4736.26,18430,5125.26,4938.86,4805.3,4869.66,4657.09,5264.71,5371.23,4964.05,4907.6,5140.79,4716.05,5006.97,31730,4791.25,5431.37,876,1.0
15759,7058,42863720,242079727,42910594,43091,41335,39758,34123,24457,25734,40224,40662,5371.83,4914.02,43622,33670,31049,39186,44617,29347,32850,43732,4617.16,5159.59,45332,5212.8,25247,77879,93334,42062,876,0.991075960183
15760,7059,42870209,279232605,42867736,1629060,1541116,1557336,1342538,1106696,921832,1457307,1407795,4506.04,4787.18,1588713,1220187,1342214,1903671,1541730,1116629,1215006,1920301,5320.53,5459.98,5250.26,4634.5,5459.39,2806460,3856706,1997693,876,0.892509427762
15761,7059,42870209,280236023,42864891,314723,306438,5026.48,275239,175873,173171,290470,279228,5315.95,5330.45,321554,242575,4668.56,309737,302284,4820.95,222976,312749,4981.33,4890.86,5019.16,5325.1,5033.87,563212,770027,358292,876,0.852025269309
15762,7059,42870209,504309479,42866476,119590,4745.04,113258,105652,73487,5356.3,114628,106560,5416.85,4530.06,124877,91152,89194,118085,112855,84150,84731,120760,5329.88,19833,119703,4510.47,179886,219359,250529,119926,876,0.885901075608
15763,7059,42870209,505314362,42862429,29859,30066,25671,25509,16687,17958,4552.25,26621,4883.5,5434.12,31605,25022,23306,33125,31903,22009,23020,4667.52,5288.47,5024.92,32572,4863.17,51570,60823,68092,33584,876,0.84134286313
15764,7062,42889542,341107849,42356431,19703,19864,32712,5142.83,22092,13927,28351,28036,12786,4589.69,4711.55,21064,22924,39070,14413,33107,25266,41056,16415,20286,29784,4543.25,12440,4525.8,5010.46,18369,,
15765,7062,42889542,741517578,42923215,5419.18,5267.79,28744,38645,5040.81,4887.38,4882.98,4661.25,5012.07,4980.21,29170,40896,5399.65,125297,5182.77,4823.22,5378.73,5473.03,17262,5367.35,5222.65,5268.22,4542.08,4636.01,5167.52,4539.87,,
15766,7063,42896023,315253113,42969659,24467,35218,20977,40722,55219,25520,43924,17361,58345,43952,38605,38828,20026,19419,13575,43505,17244,4807.74,54588,20650,16099,34670,80134,12383,5150.97,4773.09,,
15767,7064,42902580,611428894,42974095,5211.23,5254.36,5235.77,5100.62,4685.27,4676.48,5162.26,4967.65,4830.83,4513.35,10246,4700.53,4972.68,4714.18,4650.42,12910,4583.47,13627,4642.03,4517.27,5103.14,4903.44,4708.37,4654.41,5321.61,4578.79,,
15768,7066,42915524,734474426,42950188,5054.04,34869,43394,5328.89,36182,4843.37,43197,4550.62,29467,13069,35247,77644,15241,56806,35669,62223,20279,48703,65253,23621,26008,18810,5069.28,4662.37,5107.54,39215,,
15769,7070,42938885,131082535,42921122,13489,12284,17654,21242,5129.66,5249.59,5379.52,4780.2,4510.29,4656.33,15058,24110,25942,64999,38899,5102.65,23414,19839,4620.44,15449,16996,15150,4840.76,4715.08,5184.57,11612,,
15770,7072,42951691,735476868,42944539,17442,16848,17816,5272.09,17481,4927.01,20083,5492.04,11900,4603.05,15518,37952,5391.26,29650,16233,33100,5006.43,23574,30657,5093.06,5432.65,4695.07,5301.07,4900.5,4917.02,15544,,
15771,7074,42964249,451295319,42965294,23475,22317,11402,13450,25277,25734,5107.7,17319,31758,35609,24331,4892.27,5326.71,4563.92,18276,27020,18571,4755.09,52826,40446,16822,47140,5270.91,5432.18,4756.27,21324,,
15772,7076,42976734,185118469,43002000,5351.5,5310.59,16685,5147.93,4897.62,4659.37,27749,5273.53,4954.29,4731.71,5418.98,14581,4687.79,15609,5317.3,4805.3,4811.93,5106.39,4959.98,4924.24,4746.72,4854.68,5301.27,5280.91,5181.95,5052.22,,
15773,7076,42976734,231211578,42997761,5483.91,4990.82,21612,5263.84,5369.2,5367.19,29001,4800.41,5433.38,5484.89,4725.45,18858,4600.83,21615,5344.8,5030.11,5177.8,4753.43,5141.4,4839.41,5039.81,5387.13,5053.14,4999.43,5332.3,5205.87,,
15774,7077,42982868,183138855,43013855,5153.09,23680,29881,22110,4783.35,18698,4979.17,5385.39,4793.74,4875.78,5428.89,4897.91,16180,37526,27594,4825.17,12925,4903.76,5212.65,4718.73,20819,16178,25416,10437,5124.04,25865,,
15775,7077,42982868,294214569,42997697,4871.3,4563.93,11548,4906.64,4794.35,5252.64,23350,4846.09,4651.9,4891.49,4673.09,14110,5203.29,14743,5125.27,4645.01,4555.13,4777.98,4602.69,4977.88,5227.37,4709.99,5186.35,4609.41,5314.5,4967.56,,
15776,7079,42995186,127112724,43022675,5335.97,5431.9,4962.19,5111.58,11482,5389.23,22854,5164.66,4703.48,11664,4578.81,13703,4567.83,11572,5175.17,5083.01,4806.16,4762.58,4538.85,4808.47,4666.2,4662.88,14438,4888.89,4922.67,4603.78,,
15777,7079,42995186,172105957,43006003,4906.36,4845.97,34120,12478,4771.99,5073.46,48051,4975.17,5219.71,5027.37,4608.84,4967.95,4696.03,4873.25,11421,5259.3,4912.34,5433.18,4957.9,4887.09,4611.92,4984.21,4733.14,4822.38,5286.01,4602.29,,
15778,7080,43001316,361197998,43061269,12408,11089,4795.69,5038.93,4743.48,5070.99,34017,5163.74,4771.35,4827.64,5321.39,20200,4714.34,25378,11050,4929.32,4726.14,5413.76,5352.41,5145.64,4740.56,4823.67,4684.99,4739.72,5226.85,5437.6,877,1.0
15779,7080,43001316,534318665,42983053,22074,21013,18345,4632.44,53218,21051,32104,5144.15,58850,37061,18399,27169,4528.87,21895,4950.13,35414,5474.03,11468,52408,20031,4918.67,27055,4881.72,5076.35,4830.97,24074,877,1.0
15780,7081,43007458,293210846,42992124,45328,45257,93944,42425,4818.59,31830,124061,27633,37575,39211,43511,80173,29826,91952,4819.16,5490.75,23571,60618,30437,20476,39861,4696.45,5149.56,4524.38,4939.55,47308,877,0.929301277227
15781,7082,43013535,261221222,43054033,5126.25,5305.18,19205,5104.59,4838.88,4551.05,5168.28,5075.91,5418.28,5013.45,10992,5183.38,4992.94,4595.75,4918.47,5184.88,4909.48,5141.99,4938.91,5074.42,4811.82,5199.68,5367.38,29911,37837,4528.64,877,0.968482692939
15782,7082,43013535,275201294,43014293,72868,72255,169703,67173,74694,46882,239302,27936,58012,58198,72211,144839,47417,160758,70741,49649,31477,100288,41614,25527,62771,30330,26898,5030.19,4658.7,77630,877,0.859632623366
15783,7083,43019554,121102173,43008421,48205,50095,114433,42805,50873,28902,160299,25824,38062,36230,47121,92209,30207,110794,46787,34441,22228,73122,26527,18940,43714,20170,17888,5419.8,5403.92,53874,877,0.873796125895
15784,7083,43019554,171102554,43038899,134985,143319,321374,125264,138600,79214,435722,74861,101885,110288,132892,279398,82194,314324,136420,101468,65558,200866,79283,52740,120523,60408,63035,4570.58,5038.92,144801,877,0.856114151594
15785,7083,43019554,313237000,43035352,5324.4,4846.18,4540.74,5204.4,4881.58,5171.33,4783.75,4575.03,13565,10484,4720.78,5086.15,4802.51,5039.77,5170.32,5413.85,4557.85,5491.53,13260,5168.98,4880.25,4626.38,15700,5364.97,5229.78,4734.82,877,1.0
15786,7083,43019554,535321533,42994676,5366.68,4836.35,5164.94,5133.76,14105,5132.13,5077.15,4689.15,16388,4764.62,4762.76,5446.95,5288.62,4907.47,4655.86,4941.26,4858.41,4775.26,14532,4585.99,5267.7,4760.57,4766.55,4705.56,5158.47,5368.29,877,1.0
15787,7084,43025730,140011658,43064810,4608.93,5469.2,4713.85,4597.19,5387.75,5459.19,4672.01,4614.34,5135.12,4594.72,4521.26,5382.76,5033.08,109358,4995.18,5097.51,5291.93,5315.18,4704.59,4674.13,4614.56,5475.87,49633,192794,231140,5258.03,,
15788,7084,43025730,196037811,43067550,4604.84,5270.33,5489.19,4866.98,5292.16,4875.89,5289.25,5205.53,4923.41,4783.57,4652.33,5090.7,5116.76,5263.56,4853.79,5286.58,5136.73,336756,22655,5131.02,5316.6,5497.65,4557.27,483870,594180,5166.22,,
15789,7085,43031803,141128342,43040778,5461.5,4916.86,4704.95,5357.34,4867.19,4692.09,4977.1,4737.19,14089,4665.35,4944.75,5375.49,5119.13,5179.93,4595.12,4732.47,5125.68,5398.7,12774,4522.91,4887.02,5116.34,18828,4823.05,4515.89,5024.44,878,1.0
15790,7089,43056068,731479858,43098792,5094.65,4781.63,4733.93,5367.99,5493.09,4867.55,4574.24,5498.52,5370.97,4608.35,5136.54,21872,5462.1,5192.67,5403.51,18139,4922.22,17703,19698,5152.58,5260.15,4733.88,5034.9,4637.98,5395.06,4698.44,879,1.0
15791,7090,43062202,122001160,43072179,11563,4909.71,16889,4764.08,5359.77,5350.81,13708,5037.47,4788.52,4592.88,4701.71,11040,5078.58,18162,4978.48,4676.53,4672.63,20367,4767.08,4956.57,5138.85,5287.12,4579.63,32859,37174,5473.47,879,0.891439033242
15792,7091,43068287,279232605,43046983,2448197,2200566,3119696,1881044,2242476,1404769,2946481,1807876,5432.76,5408.47,2055554,2335905,1923875,3398747,2105941,2363119,1578497,3768132,598823,4540.84,1764986,4696.65,2349078,4917581,6516052,2657137,879,0.985726801358
15793,7091,43068287,280236023,43046774,489514,437570,596186,393392,390418,265758,584455,355053,4797.46,120693,409205,463300,362303,605931,414544,458438,290485,693624,5060.84,168096,353794,5083.66,454706,962557,1279111,480521,879,0.99341169092
15794,7092,43074474,476277954,43066940,141862,118516,189857,106848,123396,79113,183850,105492,11941,4524.28,5196.63,128220,102904,173507,116926,136726,83346,207420,13785,4735.33,5349.52,4827.3,90091,283005,352990,120565,879,0.938150001401
15795,7092,43074474,477281158,43066398,34921,29535,43939,27233,33038,21054,48109,27602,5093.56,4864.3,32647,40054,25570,49103,31047,35121,20745,52058,5319.95,5359.58,30984,5050.13,22521,75782,92088,32108,879,0.990125763142
15796,7093,43080658,197041733,43072256,11124,4802.67,5221.61,5279.82,4783.98,4946.43,4796.79,5349.13,4797.76,4795.51,5170.25,11022,5377.84,11081,5096.13,4868.43,4997.84,18319,4808.62,5134.33,4610.61,4940.65,5324.02,25473,31744,4771.59,879,0.835508455938
15797,7093,43080658,214048569,43027742,49777,42886,61055,36376,41684,25223,61210,34577,5432.51,5042.06,42869,46839,32749,66900,45201,49919,29371,70068,4659.24,4916.16,35089,5323.8,62022,106595,127762,45153,879,0.990203477892
15798,7094,43086899,242015366,43178212,4993.47,4545.86,4621.96,4657.05,5308.79,5335.55,5326.68,5457.44,12507,4722.97,4546.73,4713.35,5026.49,10094,5206.31,5395.92,5065.64,5419.81,5110.92,4956.11,4787.55,5113.89,4779.06,5453.9,22133,5120.86,879,1.0
15799,7097,43108105,730478638,43102582,23877,20855,27352,4550.01,22812,5493.33,20582,4912.17,21663,11513,23597,43594,16641,27859,20693,38119,18867,34841,37147,20734,23463,16673,5175.81,4504.97,5154.67,26586,,
15800,7099,43121170,596291870,43135648,5182.71,50076,57800,59708,4761.12,23910,45482,4523.29,5489.94,28646,15592,20281,59815,98668,30203,66660,29935,5437.14,79829,65897,5121.32,21089,27637,4694.99,182076,102269,,
15801,7103,43147621,732492004,43206146,4832.84,4585.17,4525.75,5175.17,4645.62,4994.25,5286.41,5362.95,5357.78,5486.54,4589.68,17446,5072.6,14864,5448.11,5076.89,5126.65,14569,4776.32,5077.53,4870.01,4870.69,4810.9,4763.37,5456.71,4778.68,,
15802,7122,43284267,293177979,42932018,5458.91,4966.5,4535.61,5372.22,5476.47,4892.71,18210,12564,5271.71,15703,5018.24,4982.44,5062.58,13736,4906.42,13224,5212.02,15387,4611.3,5117.19,5391.94,13910,5116.16,5119.55,5254.02,4563.92,,
15803,7123,43291340,301179779,43399527,18550,13175,22062,17370,16574,13037,15389,18128,10371,11959,18874,22545,12478,26452,29256,21584,17410,18545,15550,15866,18032,14203,5076.69,5330.63,4992.91,14796,,
15804,7125,43305008,452277435,43315290,4852.79,5230.96,4753.75,4549.51,4948.22,4541.86,10355,4676.2,5384.32,5347.24,5262.9,13248,5247.75,33994,5497.48,5324.42,5355.07,5069.93,4605.24,4974.97,5203.39,4560.44,5154.05,16210,17301,5243.17,,
15805,7126,43311752,303195465,43384426,5216.52,12127,15589,16037,13303,5167.13,14863,11469,11797,5214.01,12788,17315,5340.92,23521,23454,17434,15397,20547,15595,13597,14365,10424,5105.93,5415.31,4849.99,14116,,
15806,7128,43325001,291195892,43333213,15640,5250.94,23371,13962,5074.34,23739,33021,16788,25585,25698,16479,18618,11427,22560,4528.53,18315,5280.93,11831,18262,14330,13646,20946,4942.51,5026.08,4676.7,14948,,
15807,7130,43337711,155107620,43328553,5420.63,4679.4,18028,5171.57,4938.3,16602,4566.65,12512,20946,4770.14,13361,15941,5088.96,17317,4758.85,4764.89,4879.39,4878.03,14605,5334.96,5131.12,15007,5074.47,4968.49,5460.87,5304.19,882,1.0
15808,7132,43354542,205123306,43391764,4909.4,4905.76,5489.89,4979.25,14419,4865.45,33857,4817.37,4527.71,5377.19,5108.35,18853,4774.2,20150,13292,5315.33,5187.01,14695,5253.39,5264.8,4946.91,5169.4,4967.39,5315.13,4535.74,4859.37,882,0.824912337066
15809,7134,43367119,137096985,43362037,57716,52799,76596,39887,80352,85894,102874,44766,91610,88602,54912,78998,38734,90243,46405,89866,30559,61531,89498,55141,46474,67582,11005,4563.8,5283.61,56705,882,0.981642179512
