peak#,scan,retention,mass,clusterId,centrotype,membership,clusterId,centrotype,membership,clusterId,centrotype,membership,retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973
10171,3802,20928656,5.57E+08,,,,,,,,,,20911752,1213993,1157045,1088798,1092011,1427611,1289533,1431330,1104130,1392762,1471490,1027785,1138051,1022579,1128912,1035820,1249565,981632,947290,1639822,1593276,1163902,22844.7,25569.24,27294.42,26163.05,1109052
10172,3802,20928656,5.58E+08,,,,,,,,,,20874267,358021,341592,325167,327506,431687,384765,426393,325963,417586,445227,301336,334054,311294,333504,316362,363591,294436,279953,486667,474933,343330,26323.2,27253.18,92173,69630,336587
10173,3802,20928656,5.59E+08,,,,,,,,,,20912186,81237,76596,72108,73493,98510,89219,96745,73055,96616,103401,71865,75488,63681,72652,68166,84614,65360,56485,116323,112260,80246,25778.7,25011.83,23075.73,26020.13,76857
10174,3802,20928656,6.64E+08,,,,,,,,,,20916761,26265.07,23819.6,25838.35,26789.93,23353.62,23073.22,52506,26851.02,24215.32,25593.39,25819.42,64407,26106.56,81043,66640,24471.81,25281.02,23796.33,24501.55,24524.71,25273.13,25850.45,25170.23,24555.94,25431.59,25902.71
10175,3802,20928656,7.09E+08,,,,,,,,,,20897175,25742.43,23407.25,23586.21,24919.68,24350.54,25836.55,22608.52,26331.33,26374.71,25284.44,26484.45,25136.3,23669.23,24575.31,23718.66,23302.68,22637.15,27284.84,27325.25,26390.43,24424.33,24092.43,63638,65025,52536,26911.39
10176,3803,20933735,3.96E+08,,,,,,,,,,20901443,26133.9,24901.25,27117.06,23102.98,87042,26270.59,61014,23190.68,98794,27072.57,26496.95,22986.28,22654.6,24454.17,23727.09,26756.07,25919.01,26322.53,88823,22518.75,25301.79,25463.53,24280.73,24793.32,24467.49,23463.4
10177,3803,20933735,4.67E+08,,,,,,,,,,20914143,357774,358784,25168.62,26622.35,24519.95,26049.49,27088.56,24366.56,26835.45,23838.66,330225,25335.79,26473.49,24213.99,26682.38,23385.92,27206.01,24770.21,26374.55,24670.01,23184.99,27196.16,1915091,2116394,1768841,322682
10178,3803,20933735,4.68E+08,,,,,,,,,,20914143,88861,91761,25294.45,23852.61,23430.57,25287.84,25715.48,22507.9,26000.23,23147.87,84957,22890.88,24185.69,27476.97,23927.27,26306.38,25135.95,26889.69,23249.01,22727.68,25624.01,26263.06,449496,511996,437760,81687
10179,3803,20933735,5.09E+08,,,,,,,,,,20913325,272138,265983,138940,165142,147857,156592,148833,167880,133053,152618,263151,133044,162106,147891,166856,135715,143066,132178,131592,158940,159615,24156.94,486705,382919,426847,240161
10180,3803,20933735,6.63E+08,,,,,,,,,,20917045,140548,126234,151271,144113,130500,122751,157150,117559,116925,119015,121544,23105.05,111208,206347,175313,145755,132087,25934.43,145123,142153,144103,122219,25889.73,25682.41,24406.67,147408
10181,3804,20938776,4.69E+08,,,,,,,,,,20925208,167914,126157,126348,116470,116017,106205,156876,124081,102548,108040,164450,173125,128043,146959,127081,143087,133781,155415,135747,128898,145261,125803,23670.29,24257.72,26818.74,145294
10182,3804,20938776,5.36E+08,,,,,,,,,,20914239,141566,122888,67503,81998,72360,72826,73641,83082,62005,69308,130322,55527,77812,64124,83787,71435,75632,75610,68890,84232,88323,24231.58,254926,203747,236657,138642
10183,3806,20948935,2.97E+08,,,,,,,,,,20945552,72522,71792,101304,109011,69405,58863,89407,59536,51641,59343,75823,85007,26637.3,121434,136369,78004,71670,94805,55419,54541,79126,53002,23446.52,26584.3,23689.12,76983
10184,3807,20954037,4.87E+08,,,,,,,,,,20939013,24892.92,23171.39,24420.64,25914.12,23610.34,26626.98,24836.05,24758.43,26728.49,26797.75,24305.06,25857.92,26332.89,22546.48,22522.87,23595.65,22978.48,26691.77,26233.89,22893.26,23000.24,23368.05,128473,84990,100899,23158.74
10185,3808,20959156,5.53E+08,,,,,,,,,,20946661,118402,97727,87719,74648,87976,82793,95824,81103,84533,75327,87367,24053.19,70209,129551,159508,138298,114856,128869,141216,139005,137023,101100,25870.66,22922.47,26546.57,111651
10186,3808,20959156,8.30E+08,,,,,,,,,,20947152,25290.44,25727.02,26791.33,25112.3,25914.71,27379.84,27427.93,24414.84,22933.98,27076.1,22681.1,25213.24,25411.34,24806.7,26694.71,27264.66,25002.84,25992.16,24569.75,24216.42,22985.45,24735.65,153176,67225,146355,25644.41
10187,3810,20969381,5.24E+08,,,,,,,,,,20960223,27368.03,25998.01,27340.15,22566.67,24164.24,24892.74,22869.56,23702.69,24656.39,26816.34,26293.01,27431.49,23127.1,26502.86,25976.78,26686.59,23658.69,26159.7,23459.55,26111.32,23559.68,26903.22,159355,100046,139826,22876.01
10188,3810,20969381,5.30E+08,,,,,,,,,,20949058,122553,116148,61501,72668,53728,61100,71599,52657,51640,25582.35,106907,79456,27382.53,79401,104823,81880,72050,83718,80559,84286,83484,73179,212579,455746,302528,123541
10189,3810,20969381,6.40E+08,,,,,,,,,,20960223,26861.86,26430.97,22559.36,26247.5,26429.96,25807.34,23207.65,24369.58,24938.1,23907.93,27096.33,23813.46,24967.32,22716.74,23495.44,25471.75,22907.36,23615.18,25784.16,23368.75,23087.31,23357.38,472314,254476,201924,23140.83
10190,3811,20974506,6.11E+08,,,,,,,,,,20908774,92614,73411,79070,78956,80229,90393,94894,72787,76423,78497,72876,23532.4,69536,93306,97901,93120,77917,96514,82195,89016,90952,92837,24106.71,22739.21,25982.19,84623
10191,3811,20974506,8.37E+08,,,,,,,,,,20960761,97525,25302.09,23166.47,24227.59,24271.36,23046.47,25446.72,25697.28,24476.54,22657.63,22772.54,22806.89,26562.29,24347.45,25942.18,23597.27,23933.11,23221.85,24976.36,23601.01,23314.7,26861.35,193367,24858.19,23757.89,62140
10192,3811,20974506,8.73E+08,567,10216,0.974134816,,,,,,,20965133,22899.62,23064.98,22875.9,23131.1,23317.88,23809.58,24743.76,23482.55,25352.07,23270.7,25801.12,25869.85,25889.47,24958.55,27323.3,26128.33,24341.51,23144.2,26368.9,23671.7,25731.04,25424.53,84411,52377,95263,23797.88
10193,3812,20979658,4.25E+08,567,10216,0.99264518,,,,,,,21053842,24730.21,25657.42,24637.44,22927.65,22626.66,25143.31,24440.04,23753.34,23233.79,26192.17,23554.31,25959.75,25871.01,24555.5,26594.61,26960.35,26038.1,27019.96,25138.94,26313.29,27313.58,25446.08,75474,66704,67521,26648.22
10194,3812,20979658,4.77E+08,567,10216,0.994228443,,,,,,,20967288,423148,364015,25206.34,25193.22,23469.57,27496.38,24558.25,25158.53,25861.51,27155.77,401577,64171,52666,67995,80036,26707.87,25473.45,61872,23704.56,27267.25,71097,25080.83,2804660,1774348,2459288,359192
10195,3812,20979658,4.78E+08,567,10216,0.994235626,,,,,,,20963210,104868,92268,23199.07,25475.3,26993.22,25692.74,26525.55,22729.28,25418.53,25183.3,102677,26355.7,26185.45,25798.31,25741.12,26807.46,23023.94,24915.48,26995.93,27227.09,25838.86,25679.27,722989,436611,628450,87178
10196,3812,20979658,4.89E+08,567,10216,0.990695843,,,,,,,20971800,25648.43,22906.04,23259.66,23232.01,24511.43,26037.74,24392.25,23239.59,24478.61,24825.5,26297.2,24785.17,27035.03,26976.44,24458.91,22778.26,26329.53,23556.85,24328.89,26847.48,24812.89,23478.38,380464,119585,219934,25386.89
10197,3812,20979658,5.23E+08,567,10216,0.994237144,,,,,,,20966122,86054,93877,23279.68,26866.2,24068.37,22845.85,26189.03,25682.78,24816.17,26685.8,89166,25543.12,22819.83,23284.45,23432.16,22687.84,27376.68,26315.19,26612.31,23718.78,23329.82,23987.67,589430,380503,540368,76734
10198,3812,20979658,6.07E+08,567,10216,0.971566763,,,,,,,20963995,195713,178270,24130.3,23611.01,22948.18,26248.03,25812.04,23074.16,25431.72,24742.74,171154,22733.91,25420.62,22662.86,25255.88,26132.63,25269.8,24004.73,27387.98,27420.53,27424.34,27353.01,1200937,1708400,804412,198865
10199,3812,20979658,6.08E+08,567,10216,0.968076504,,,,,,,20963083,58772,25375.55,24789.87,27478.61,25537.07,26255.14,24150.95,22592.1,26445.76,26668.7,25850.35,25518.19,24466.05,23022.14,22666.63,24936.25,25896.01,24527.19,23117.06,25466.74,23229.12,26068.21,377718,547592,265000,62323
10200,3812,20979658,6.14E+08,,,,,,,,,,20975386,92479,82686,99187,97521,80053,69916,117183,91419,23742.28,53263,79700,95854,86051,89598,102957,71521,73312,86555,22731.49,25837.81,89080,23212.44,71475,76528,99008,81490
10201,3812,20979658,6.39E+08,567,10216,0.988710055,,,,,,,20964026,136284,135614,26755.41,24422.76,23872.98,26878.3,24824.89,26490.24,24881.69,25405.02,139485,23616.4,26652.48,23049.6,22588.63,27463.01,24809.64,25353.79,26790.63,27111.89,25880.55,25426.07,1319601,713129,551959,111946
10202,3812,20979658,8.79E+08,568,10218,0.977217285,,,,,,,20971478,299456,166523,343118,136039,153743,99967,195648,116140,145972,161864,180012,226431,69296,270630,181963,209670,79155,198319,148316,109972,101436,90059,274245,22773.77,92119,217300
10203,3813,20984808,4.88E+08,567,10216,0.997025282,,,,,,,20973432,143368,131456,23985.63,25775.53,26673.5,22876.62,22905.97,23531.06,22624.26,23889.83,132577,24203.92,23901.72,23165.29,25437.01,22710.35,26763.89,27149.71,25076.73,22615.26,26914.07,25029.73,1426364,448748,816356,128408
10204,3813,20984808,6.09E+08,567,10216,0.957847552,,,,,,,20963531,26114.32,26267.69,25176.99,22926.19,25552.95,25673.57,24299.68,25631.63,25037.22,24692.08,25976.38,24201.83,22701.23,27227.55,27370.1,26084.89,25903.41,27077.28,26046.42,25638.96,26065.42,26002.51,98564,134313,63449,26119.9
10205,3813,20984808,6.13E+08,,,,,,,,,,20975875,297255,253881,307310,302934,270923,239009,364493,283285,161731,188819,248812,309451,274378,269644,321443,231055,229240,272248,105822,155593,285108,84176,228563,247252,326425,263942
10206,3813,20984808,8.80E+08,568,10218,0.972889247,,,,,,,20972472,143399,80155,172501,66017,76783,23827.75,95031,24377.91,69501,79347,88882,111547,24259.86,132086,95388,100148,25761.35,93770,66762,52510,25192.93,24256.4,138532,23678.08,24511.61,106713
10207,3813,20984808,9.33E+08,,,,,,,,,,20926252,77269,66127,25718.86,22517.99,59101,51793,23429.47,26312.74,93616,78062,22782.81,70611,26120.06,68588,25838.6,95948,25122.3,63716,146894,133290,54490,88679,26440.5,23770.93,26802.85,66735
10208,3814,20990025,3.54E+08,,,,,,,,,,21075973,27062.23,78871,25288.71,27343.22,23073.25,26733.95,25397.19,27096.2,26436.67,23715.71,22845.75,92591,23937.18,74711,73006,27054.49,23961.89,24264.09,24002.12,26684.43,26844.59,26176.98,26952.71,24571.9,22889.56,25660.84
10209,3814,20990025,3.58E+08,567,10216,0.999656447,,,,,,,20987610,51401,25906.69,27418.24,24639.82,25901.41,24136.08,25780.08,25093.21,23290.21,26011.67,25121.2,22778.16,25051.22,25312.91,25929.93,23327.26,24337.17,27263.3,23083.96,27285.15,25906.18,24775.23,431660,234977,414448,23108.97
10210,3814,20990025,3.77E+08,,,,,,,,,,20961227,91724,83952,82528,24020.43,281220,110259,139551,25936.71,298580,113773,93552,90218,25051.07,97638,22793.01,191331,23104.27,56550,315105,117794,25220.47,97730,27271.34,24761.93,24609.67,82169
10211,3814,20990025,3.95E+08,,,,,,,,,,20847294,142706,152576,117645,24577.54,340953,116558,220405,26323.64,384686,182844,153408,123919,23163.55,103047,25899.78,197739,27472.42,70287,364285,125365,24824.85,145848,24070.55,25754.3,26051.72,142555
10212,3814,20990025,5.44E+08,,,,,,,,,,20893487,109564,104900,124958,100322,99437,96635,139651,106382,86118,87003,97131,150058,95549,129724,115185,108264,91602,122720,73670,100301,122941,79026,179441,83822,187400,110499
10213,3814,20990025,5.51E+08,567,10216,0.964355797,,,,,,,20969953,23897.73,1321382,25987.16,27073.12,24409.3,23849.85,26988.62,27129.86,27056.51,23884.65,1441990,23359.93,27206.62,22942.92,23678.95,26463.21,23664.88,27310.01,25504.56,23989.16,23661.13,22565.97,1507013,1751971,1637516,27198.17
10214,3814,20990025,5.53E+08,567,10216,0.998397591,,,,,,,20843366,26712.32,27104.93,23271.99,22715.75,24619.71,26727.39,25474.67,26968.59,22891.27,24787.69,25159.08,24175.8,23710.18,22946.66,25629.67,23484.13,25595.22,23906.2,26918.02,22706.67,25690.94,22776.32,516896,367516,366088,23259.66
10215,3814,20990025,6.92E+08,567,10216,0.996406256,,,,,,,20981863,22719.56,26085.19,25930.6,24441.08,22538.16,26187.31,27209.3,25247.78,25878.55,25382.26,26118.48,23939.41,23970.48,23048.21,26641.34,23319.6,25191.89,25178.78,25942.71,23622.98,23893.03,26329.56,134268,67308,80717,25947.01
10216,3815,20995234,3.56E+08,567,10216,0.999955206,,,,,,,20985135,1760983,1543378,26793.7,23108.41,27235.95,26674.84,26572.56,27422.1,25106.87,22954.32,1829702,26564.28,24834.06,24114.26,25411.63,23493.25,25871.13,23225.41,22866.1,24513.75,26784.03,25625.33,13589978,7532588,13283909,1586967
10217,3815,20995234,3.57E+08,,,,,,,,,,20922329,26791.65,78227,22807.88,27492.86,26065.1,23446.02,23629.69,26502.63,26637.73,25188.52,23778.4,24225.43,26030.7,25306.44,23471.01,23405.7,23026.88,24230.14,24800.06,26583.37,26208.62,24732.76,26049.08,27301.03,2325149,65261
10218,3815,20995234,3.65E+08,568,10218,0.999955206,,,,,,,20988100,333727,216749,470134,266173,248314,188853,254580,219395,256229,276223,238634,287917,140997,394479,290223,289713,150784,291475,211055,166600,167168,143695,217960,27388.78,59371,234450
10219,3816,21000444,2.75E+08,,,,,,,,,,20994250,127543,116157,133795,104396,107904,87902,139666,96828,76190,96045,114951,122432,84560,116206,100491,106689,83183,117204,100641,84784,99936,85676,170380,198291,155493,122943
10220,3816,21000444,3.17E+08,568,10218,0.999737267,,,,,,,20991226,245331,158874,333205,190587,179903,137799,180380,158688,186565,195283,169687,207697,104190,280952,220287,220038,110845,212029,158244,127466,129870,110893,175850,23281.91,23741.65,175779
10221,3816,21000444,3.19E+08,568,10218,0.999722828,,,,,,,21021953,666199,424369,894066,513274,500241,367665,505306,427686,522520,552373,472353,582956,284124,801785,598762,607614,319856,587765,444847,349048,355092,304595,470866,56057,204788,497495
10222,3816,21000444,3.20E+08,568,10218,0.99972167,,,,,,,20989344,136662,86345,183821,108269,102837,71946,106618,88930,109612,114675,97601,120238,55985,168978,117925,123976,63822,120246,94113,69999,67720,61693,99236,23499.45,27422.24,102259
10223,3816,21000444,3.57E+08,567,10216,0.99976691,,,,,,,20985125,364976,321208,22782.27,26738.33,23806.26,26695.43,26811.15,23628.1,25983.87,26891.87,370532,27095.4,26220.25,23026.36,25371.9,25619.79,25024.15,27176.98,24272.65,24810.4,24805.75,22697.75,2851003,1578435,2792398,330036
10224,3816,21000444,3.63E+08,568,10218,0.999766412,,,,,,,20989725,9859691,6566083,13866457,8018718,7671022,5694164,7747341,6661109,7890931,8395001,7176766,8682411,4292735,11807632,8820352,8893568,4642498,8551656,6392016,5028022,5110952,4470325,6736981,837118,1924364,7190864
10225,3816,21000444,3.64E+08,568,10218,0.99976642,,,,,,,20989510,2147944,1425042,3030726,1750988,1685119,1243733,1685154,1456866,1723761,1833718,1578652,1898515,931147,2577655,1905958,1925172,1015058,1878256,1394432,1095536,1118434,977146,1475161,181031,433999,1577774
10226,3816,21000444,4.31E+08,568,10218,0.999698618,,,,,,,20988414,196861,132661,271638,160884,153830,121076,157008,139579,161697,169851,143608,183235,97146,244781,177005,185782,106608,183846,130712,103510,110680,96324,115740,24138.43,27448.62,145817
10227,3816,21000444,4.53E+08,567,10216,0.999625011,,,,,,,20983448,27427.08,26421.28,24463.32,22584.11,25751.87,24400.56,22871.61,24325.88,22742.07,25847.59,26073.78,24606.73,26238.44,23578.37,24037.46,25035.87,22821.87,24683.03,23071.41,26719.58,24099.9,24310.46,91860,53421,91885,25748.48
10228,3817,21005629,2.23E+08,,,,,,,,,,21003385,23834.08,27097.42,65561,79486,72160,89894,69091,66914,79153,81376,24127.32,68711,24044.35,27218.68,65113,26537.38,24943.16,25066.98,27147.3,22687.17,22559.75,27058.49,27176.33,24128.14,26213.27,23403.19
10229,3817,21005629,3.45E+08,567,10216,0.997167174,,,,,,,20990145,24686.61,27150.01,27209.06,25028.67,23721.11,26581.28,24720.7,23310.48,24709.3,24318.28,22532.07,27407.84,23690.46,23546.6,22711.68,25329.01,22838.62,25873.73,26979.19,23294.62,24887.19,27357.52,280900,140877,176582,23777.82
10230,3817,21005629,4.02E+08,567,10216,0.998809467,,,,,,,20993286,60720,83727,23718.25,25052.31,24159.3,27186.84,25615.31,27075.11,24495.81,25624.18,82092,23444.69,25028.06,27346.82,22728.16,23232.15,24414.98,26220.96,24405.5,26859.66,27261.11,25203.85,518265,278865,513260,52761
10231,3817,21005629,4.52E+08,567,10216,0.998692117,,,,,,,20987960,23197.8,23683.54,24884.99,26871.41,24460.48,26233.03,25374.43,24021.38,23655.38,27300.32,55940,24961.43,27367.46,24159.22,24142.49,22868.09,27156.87,24232.66,24777.52,23386.72,25950.93,23437.92,369928,229399,384002,22937.95
10232,3817,21005629,6.91E+08,567,10216,0.995510428,,,,,,,20988624,59811,26252.01,25927.4,24916.22,24162.54,26519.55,25990.23,24362.45,23709.92,24545.17,52368,24176.66,27365.25,24566.2,25572.14,25931.41,24715.66,23796.99,24417.01,26657.86,23556.85,26868.14,359318,187684,185051,25745.57
10233,3818,21014536,1.25E+08,,,,,,,,,,21001862,73022,60713,72788,88912,83357,93523,82300,81171,83192,97471,72234,89274,66596,70802,93893,62856,59525,59020,70088,61156,71586,70817,25879.16,27490.43,24817.31,71433
10234,3818,21014536,1.87E+08,,,,,,,,,,21008680,5243429,4913489,5787061,6633030,6069538,7067267,6437683,5942119,6386240,7388351,5199168,6824367,4998365,5324220,6852754,4582361,4459386,4541718,5058394,4409372,5426063,4971664,1586521,1238139,1235514,5245537
10235,3818,21014536,1.88E+08,,,,,,,,,,21009088,518910,489260,579647,649052,600911,704973,635026,582065,625858,720376,515527,660052,497021,521060,676128,457981,446489,447163,508458,440917,532838,498934,155072,121585,119855,524448
10236,3818,21014536,4.03E+08,567,10216,0.993704081,,,,,,,20993549,24310.69,23075.02,24052.06,25328.17,26403.88,24911.52,25786.82,27110.3,24246.06,22549.45,24240.23,24055.81,23141.74,24000.75,23988.68,24519.88,24172.31,23202.07,24819.78,22906.97,25654.83,27276.18,115115,59432,119461,22694.96
10237,3818,21014536,4.24E+08,567,10216,0.994142803,,,,,,,20996845,26188.89,27115.62,26211.91,27255.04,27167.04,24892.57,26994.58,25009.59,25526.67,26352.98,50485,26112.97,26747.31,23759.66,25831.16,22514.31,26751.5,22574.25,24313.01,22945.28,22751.63,23089.01,322633,192244,342010,25283.36
10238,3818,21014536,5.35E+08,567,10216,0.992787204,,,,,,,20997472,76168,72428,23752.78,26875.23,23736.28,25272.54,25692.06,22943.62,27402.55,26403.87,73643,22567.51,25301.19,22690.12,55374,24684.58,25754.25,25078.82,26295.97,27349.01,51232,27227.11,225052,215597,225155,66477
10239,3819,21019760,2.09E+08,,,,,,,,,,21004019,151878,134719,168579,207471,173374,220400,187944,190234,196399,225441,156343,222778,168491,161431,215501,140275,154118,139673,159208,140866,172999,169094,26639.8,25178.59,25552.23,158400
10240,3819,21019760,3.92E+08,567,10216,0.974454754,,,,,,,20996848,27102.59,23808.28,27379.9,26043.97,23903.64,27101.75,24652.19,25174.67,23767.95,25855.98,25939.87,26586.21,24643.22,23234.86,26732.05,27266.28,25889.36,26719.3,26844.28,27231.82,26507.21,25662.84,147390,82611,154306,22587.81
10241,3819,21019760,5.05E+08,,,,,,,,,,21000672,27187.13,26333.48,23961.67,26782.7,23901.28,24574.65,60641,22664.01,27368.38,26931.11,59823,61648,23828.01,26126.52,26417.7,25111.24,25965.09,26137.11,22839.82,25473.62,24830.95,23775.21,26816.65,27038.1,25323.93,23318.92
10242,3819,21019760,7.06E+08,,,,,,,,,,21000913,24187.89,26210.11,68329,59369,26486.42,25510.27,75356,66022,24822.83,24966.78,25852.38,69553,26500.7,72475,76363,26223.2,24756.31,63794,24886.3,25580.01,67257,26588.53,26594.11,26816.47,24014.23,22663.99
10243,3820,21025122,6.75E+08,,,,,,,,,,20993549,24045.12,26036.99,23033.44,26033.28,24584.7,27369.03,23605.94,26130.91,26676.49,27470.09,22579.54,22727.52,27230.03,26408.48,22874.17,25356.07,23962.01,24789.86,25264.4,22971.61,27000.66,24907.4,62568,109212,96712,25488.41
10244,3820,21025122,7.05E+08,,,,,,,,,,21001575,26831.47,137553,191802,187642,118022,115557,216166,190608,22517.32,76458,122807,189034,147353,199978,213775,151575,158719,182291,55986,78764,201209,23426.22,26563.93,26984.89,23381.06,140463
